event_id,employee_id,timestamp,device_id,login_type,is_after_hours,location,is_known_device
96987de8-e4f6-4dc0,EMP062,2026-05-06 09:28:02,DEV-062-101,Interactive,False,London,True
1985362e-5b84-4410,EMP066,2026-05-06 10:55:20,DEV-066-101,Interactive,False,London,True
2a509a45-d3fc-48ae,EMP067,2026-05-06 10:38:09,DEV-067-101,Interactive,False,Bengaluru,True
88c8c7a9-c19f-40c2,EMP071,2026-05-06 10:29:02,DEV-071-101,Interactive,False,Bengaluru,True
22e4df82-cd15-46c1,EMP074,2026-05-06 09:05:26,DEV-074-101,Interactive,False,New York,True
5922a70a-6390-40ff,EMP076,2026-05-06 08:18:33,DEV-076-101,Interactive,False,San Francisco,True
06856587-a027-4957,EMP077,2026-05-06 08:32:25,DEV-077-101,Interactive,False,New York,True
ed2a77ed-68b9-4c7a,EMP078,2026-05-06 08:27:48,DEV-078-101,Interactive,False,London,True
9eaa1094-594c-45a2,EMP081,2026-05-06 08:44:15,DEV-081-101,Interactive,False,New York,True
64ccc23c-fc3c-4230,EMP083,2026-05-06 10:42:28,DEV-083-101,Interactive,False,Tokyo,True
08377602-440b-44de,EMP084,2026-05-06 10:59:15,DEV-084-101,Interactive,False,San Francisco,True
0798aeaa-282d-4541,EMP085,2026-05-06 08:46:25,DEV-085-101,Interactive,False,London,True
4588f90c-010e-4358,EMP087,2026-05-06 08:03:31,DEV-087-101,Interactive,False,New York,True
6f816b0b-d515-4637,EMP091,2026-05-06 08:03:22,DEV-091-101,Interactive,False,London,True
47fc8214-f008-4ad6,EMP094,2026-05-06 10:15:37,DEV-094-101,Interactive,False,Bengaluru,True
d6f94ac5-058d-4729,EMP098,2026-05-06 08:34:58,DEV-098-101,Interactive,False,London,True
ebb04aa4-6fd1-46c7,EMP099,2026-05-06 10:12:00,DEV-099-101,Interactive,False,New York,True
83150c9c-3a0f-41b2,EMP101,2026-05-06 10:09:41,DEV-101-101,Interactive,False,New York,True
372d1bc2-3ca0-40dc,EMP102,2026-05-06 10:00:39,DEV-102-101,Interactive,False,Bengaluru,True
c8a10817-c7f9-45f6,EMP104,2026-05-06 09:07:41,DEV-104-101,Interactive,False,San Francisco,True
7ade9920-d2e4-45f8,EMP105,2026-05-06 10:09:28,DEV-105-101,Interactive,False,London,True
174eb8da-b2ab-4c6f,EMP112,2026-05-06 10:47:58,DEV-112-101,Interactive,False,London,True
59f6d539-5398-48c5,EMP113,2026-05-06 09:22:00,DEV-113-101,Interactive,False,San Francisco,True
31e28eb6-dff6-4a44,EMP121,2026-05-06 09:55:37,DEV-121-101,Interactive,False,Bengaluru,True
456b2349-d081-4059,EMP122,2026-05-06 09:12:23,DEV-122-101,Interactive,False,Bengaluru,True
72bc2c53-4d92-42ed,EMP127,2026-05-06 09:43:07,DEV-127-101,Interactive,False,San Francisco,True
112e3813-d9c2-482a,EMP137,2026-05-06 10:20:44,DEV-137-101,Interactive,False,Bengaluru,True
2097dccd-9fb1-4213,EMP002,2026-05-07 08:33:49,DEV-002-101,Interactive,False,New York,True
c65f0197-1ce6-4a23,EMP006,2026-05-07 10:41:39,DEV-006-101,Interactive,False,San Francisco,True
bd786891-86b4-4649,EMP016,2026-05-07 09:58:53,DEV-016-101,Interactive,False,Bengaluru,True
5f31f252-5ee0-44b7,EMP024,2026-05-07 09:09:47,DEV-024-101,Interactive,False,London,True
53154d63-63b2-4ae8,EMP025,2026-05-07 09:23:25,DEV-025-101,Interactive,False,Bengaluru,True
8951399b-0541-4dd3,EMP029,2026-05-07 09:00:12,DEV-029-101,Interactive,False,New York,True
2b52c9fc-c99a-443b,EMP031,2026-05-07 10:11:01,DEV-031-101,Interactive,False,Tokyo,True
c9f69ed0-6a34-41a8,EMP032,2026-05-07 09:33:37,DEV-032-101,Interactive,False,New York,True
d9e7a4f4-c984-4658,EMP033,2026-05-07 09:12:19,DEV-033-101,Interactive,False,Tokyo,True
b166f09d-97a2-45da,EMP035,2026-05-07 08:57:04,DEV-035-101,Interactive,False,New York,True
5d38d9ad-b476-4517,EMP037,2026-05-07 10:31:59,DEV-037-101,Interactive,False,New York,True
eca360f4-18b1-4eef,EMP040,2026-05-07 09:41:14,DEV-040-101,Interactive,False,Tokyo,True
4b5d0ad1-9c3a-4ad2,EMP041,2026-05-07 08:22:39,DEV-041-101,Interactive,False,Bengaluru,True
8ebd1b85-abcc-4108,EMP044,2026-05-07 10:55:29,DEV-044-101,Interactive,False,San Francisco,True
e309941b-486b-4300,EMP056,2026-05-07 08:43:05,DEV-056-101,Interactive,False,Bengaluru,True
af752452-10f9-48da,EMP064,2026-05-07 10:08:22,DEV-064-101,Interactive,False,Bengaluru,True
5fdf2a24-f809-4e85,EMP066,2026-05-07 08:31:58,DEV-066-101,Interactive,False,London,True
2eaafcd1-fd2b-44ed,EMP069,2026-05-07 09:40:41,DEV-069-101,Interactive,False,New York,True
9a231ddd-9d36-45cd,EMP072,2026-05-07 10:05:14,DEV-072-101,Interactive,False,Bengaluru,True
20288680-1b01-423b,EMP075,2026-05-07 10:39:07,DEV-075-101,Interactive,False,Bengaluru,True
058be902-3990-418b,EMP077,2026-05-07 09:32:36,DEV-077-101,Interactive,False,New York,True
def3dc3f-128f-4f72,EMP082,2026-05-07 10:07:56,DEV-082-101,Interactive,False,San Francisco,True
7a344425-d7cf-4b78,EMP085,2026-05-07 08:45:33,DEV-085-101,Interactive,False,London,True
24c10d13-37b2-4e67,EMP093,2026-05-07 08:25:24,DEV-093-101,Interactive,False,San Francisco,True
f1d9a3a7-def7-4a57,EMP102,2026-05-07 08:14:14,DEV-102-101,Interactive,False,Bengaluru,True
ed19d9d1-bafb-4aae,EMP106,2026-05-07 09:07:50,DEV-106-101,Interactive,False,New York,True
954685b0-1c54-4df6,EMP107,2026-05-07 08:55:18,DEV-107-101,Interactive,False,New York,True
344829bf-7923-4a43,EMP112,2026-05-07 10:07:57,DEV-112-101,Interactive,False,London,True
ba53a4b2-992f-49b5,EMP113,2026-05-07 10:42:51,DEV-113-101,Interactive,False,San Francisco,True
af2db3ce-9204-44f4,EMP116,2026-05-07 09:23:34,DEV-116-101,Interactive,False,San Francisco,True
17af3f99-8bd4-4a86,EMP125,2026-05-07 08:40:50,DEV-125-101,Interactive,False,Bengaluru,True
342021cd-533c-4fba,EMP128,2026-05-07 10:54:16,DEV-128-101,Interactive,False,London,True
72275878-6dc1-4c2c,EMP129,2026-05-07 08:01:16,DEV-129-101,Interactive,False,New York,True
2d1a847a-2667-4cdf,EMP131,2026-05-07 08:31:16,DEV-131-101,Interactive,False,Bengaluru,True
71e27c05-b320-46fe,EMP132,2026-05-07 09:36:59,DEV-132-101,Interactive,False,Bengaluru,True
5e545205-fb36-4b68,EMP133,2026-05-07 10:24:50,DEV-133-101,Interactive,False,Bengaluru,True
41ae5e13-f9b4-4795,EMP143,2026-05-07 08:22:45,DEV-143-101,Interactive,False,Bengaluru,True
726c5b8f-1107-4865,EMP001,2026-05-08 08:54:48,DEV-001-101,Interactive,False,Tokyo,True
8e1a7fbe-0cd9-42d8,EMP003,2026-05-08 09:09:23,DEV-003-101,Interactive,False,Bengaluru,True
4008c616-8199-49a5,EMP004,2026-05-08 09:21:13,DEV-004-101,Interactive,False,New York,True
9b498634-2fe3-405e,EMP008,2026-05-08 09:00:43,DEV-008-101,Interactive,False,London,True
4b1be961-662c-4265,EMP012,2026-05-08 08:59:22,DEV-012-101,Interactive,False,London,True
35c62780-fd06-4856,EMP015,2026-05-08 08:40:50,DEV-015-101,Interactive,False,Bengaluru,True
a1339974-8c79-47fe,EMP030,2026-05-08 09:00:58,DEV-030-101,Interactive,False,Bengaluru,True
fd3e97d6-472b-4ff7,EMP033,2026-05-08 09:50:14,DEV-033-101,Interactive,False,Tokyo,True
d49c29a7-fdac-44a6,EMP034,2026-05-08 08:41:45,DEV-034-101,Interactive,False,Tokyo,True
1e206c8a-4883-460a,EMP039,2026-05-08 10:39:14,DEV-039-101,Interactive,False,San Francisco,True
6d1d01e3-42ac-4e96,EMP040,2026-05-08 10:13:52,DEV-040-101,Interactive,False,Tokyo,True
c97926cc-3b67-4ab8,EMP041,2026-05-08 10:56:27,DEV-041-101,Interactive,False,Bengaluru,True
0de5ec49-a852-43ca,EMP046,2026-05-08 08:15:28,DEV-046-101,Interactive,False,San Francisco,True
2925e393-bf9e-4b81,EMP047,2026-05-08 08:47:13,DEV-047-101,Interactive,False,New York,True
e90ab3da-6e89-40e0,EMP051,2026-05-08 09:33:08,DEV-051-101,Interactive,False,Bengaluru,True
6b1e7b5c-4889-4816,EMP052,2026-05-08 09:13:56,DEV-052-101,Interactive,False,London,True
ee5bfebd-230c-4327,EMP054,2026-05-08 08:38:00,DEV-054-101,Interactive,False,Tokyo,True
792ec150-19ac-4853,EMP060,2026-05-08 09:09:41,DEV-060-101,Interactive,False,Tokyo,True
119c625e-4927-4189,EMP061,2026-05-08 10:45:08,DEV-061-101,Interactive,False,Tokyo,True
3f4f4bba-ac53-4c2f,EMP064,2026-05-08 10:21:44,DEV-064-101,Interactive,False,Bengaluru,True
35448732-189b-44a6,EMP069,2026-05-08 10:30:06,DEV-069-101,Interactive,False,New York,True
d0b5918a-4279-4399,EMP071,2026-05-08 08:43:25,DEV-071-101,Interactive,False,Bengaluru,True
8a16338a-4cd5-4f9e,EMP072,2026-05-08 08:16:28,DEV-072-101,Interactive,False,Bengaluru,True
40046f53-054d-4477,EMP077,2026-05-08 08:26:04,DEV-077-101,Interactive,False,New York,True
5167f1b2-7cbb-48fc,EMP085,2026-05-08 08:14:51,DEV-085-101,Interactive,False,London,True
022c7dad-0e43-47da,EMP089,2026-05-08 09:06:43,DEV-089-101,Interactive,False,London,True
5f14d985-da31-49bd,EMP093,2026-05-08 08:18:34,DEV-093-101,Interactive,False,San Francisco,True
31ff5e10-5580-4bdd,EMP095,2026-05-08 10:38:30,DEV-095-101,Interactive,False,San Francisco,True
77d81f33-93dc-4689,EMP096,2026-05-08 08:45:09,DEV-096-101,Interactive,False,London,True
352ace49-12a0-4af6,EMP097,2026-05-08 10:08:56,DEV-097-101,Interactive,False,Bengaluru,True
9b53588e-f53f-4ad8,EMP100,2026-05-08 08:37:14,DEV-100-101,Interactive,False,New York,True
545e8c32-2ada-45e5,EMP102,2026-05-08 09:00:04,DEV-102-101,Interactive,False,Bengaluru,True
0287296c-6a4e-41f9,EMP110,2026-05-08 09:14:24,DEV-110-101,Interactive,False,Tokyo,True
3f2b52e3-0dbd-4255,EMP112,2026-05-08 09:41:18,DEV-112-101,Interactive,False,London,True
80af3305-32e6-4a3f,EMP118,2026-05-08 08:25:49,DEV-118-101,Interactive,False,Tokyo,True
5a219bbb-f571-4e0e,EMP119,2026-05-08 09:55:50,DEV-119-101,Interactive,False,San Francisco,True
3604732f-d5a9-46ba,EMP122,2026-05-08 08:59:10,DEV-122-101,Interactive,False,Bengaluru,True
11685d3e-9294-408d,EMP125,2026-05-08 08:30:09,DEV-125-101,Interactive,False,Bengaluru,True
ab2a9ad4-6e0e-44d5,EMP127,2026-05-08 08:38:31,DEV-127-101,Interactive,False,San Francisco,True
0b71b117-fcd9-4366,EMP134,2026-05-08 08:43:51,DEV-134-101,Interactive,False,London,True
a41ad5b6-e15c-4e91,EMP140,2026-05-08 08:59:16,DEV-140-101,Interactive,False,New York,True
a3dab1fd-5569-4c5e,EMP145,2026-05-08 08:40:57,DEV-145-101,Interactive,False,New York,True
a8d05e44-2bcb-4aa4,EMP149,2026-05-08 10:43:17,DEV-149-101,Interactive,False,New York,True
5f09f385-dd04-40b5,EMP015,2026-05-09 14:31:34,DEV-015-101,Interactive,False,Bengaluru,True
e3200ce3-bf25-4e69,EMP032,2026-05-09 10:26:44,DEV-032-101,Interactive,False,New York,True
3d8a8244-d993-48e2,EMP043,2026-05-09 12:40:37,DEV-043-101,Interactive,False,New York,True
6e5fdf7d-7337-45d7,EMP070,2026-05-09 13:37:46,DEV-070-101,Interactive,False,London,True
830c3e53-8da2-44ae,EMP078,2026-05-09 10:10:17,DEV-078-101,Interactive,False,London,True
55f3fafd-fb1f-4bfe,EMP145,2026-05-09 14:16:59,DEV-145-101,Interactive,False,New York,True
0e347ae5-a326-4f8a,EMP054,2026-05-10 10:38:59,DEV-054-101,Interactive,False,Tokyo,True
f6ce6619-6c8b-416f,EMP078,2026-05-10 14:55:15,DEV-078-101,Interactive,False,London,True
b9234412-ddfa-4e81,EMP097,2026-05-10 12:16:07,DEV-097-101,Interactive,False,Bengaluru,True
14aad81a-880d-43ef,EMP102,2026-05-10 11:47:13,DEV-102-101,Interactive,False,Bengaluru,True
0272325b-fdab-4661,EMP002,2026-05-11 08:41:31,DEV-002-101,Interactive,False,New York,True
892b2f43-ebce-4046,EMP003,2026-05-11 10:45:44,DEV-003-101,Interactive,False,Bengaluru,True
867e460e-34a3-497a,EMP008,2026-05-11 09:45:17,DEV-008-101,Interactive,False,London,True
b946a210-d0d9-4d0d,EMP011,2026-05-11 08:28:10,DEV-011-101,Interactive,False,Bengaluru,True
32294b94-f649-4dda,EMP024,2026-05-11 10:30:42,DEV-024-101,Interactive,False,London,True
8c040fd3-d9a7-4339,EMP027,2026-05-11 10:34:34,DEV-027-101,Interactive,False,San Francisco,True
986a22dc-d4fc-4307,EMP035,2026-05-11 09:21:42,DEV-035-101,Interactive,False,New York,True
bbaf0872-4406-4e45,EMP036,2026-05-11 08:42:32,DEV-036-101,Interactive,False,Bengaluru,True
7ed8b7d0-0d9e-42c5,EMP039,2026-05-11 10:16:02,DEV-039-101,Interactive,False,San Francisco,True
f2935e84-841a-4da8,EMP045,2026-05-11 09:07:15,DEV-045-101,Interactive,False,Tokyo,True
595e5071-e6d5-4d10,EMP050,2026-05-11 10:08:54,DEV-050-101,Interactive,False,New York,True
cefdf85a-a93d-4847,EMP053,2026-05-11 10:09:23,DEV-053-101,Interactive,False,San Francisco,True
668dc48c-7371-4edf,EMP057,2026-05-11 09:02:42,DEV-057-101,Interactive,False,Tokyo,True
ed06cce8-e46f-4174,EMP060,2026-05-11 09:16:34,DEV-060-101,Interactive,False,Tokyo,True
77defe0b-994c-4787,EMP066,2026-05-11 10:32:43,DEV-066-101,Interactive,False,London,True
fc8e97db-9143-485c,EMP069,2026-05-11 10:35:09,DEV-069-101,Interactive,False,New York,True
6268b1bf-e3d2-4e76,EMP071,2026-05-11 08:43:53,DEV-071-101,Interactive,False,Bengaluru,True
96953aa5-97e4-4a80,EMP076,2026-05-11 10:50:13,DEV-076-101,Interactive,False,San Francisco,True
5b39e967-95fa-43df,EMP081,2026-05-11 08:35:53,DEV-081-101,Interactive,False,New York,True
009a9bb0-b17c-4577,EMP095,2026-05-11 09:12:08,DEV-095-101,Interactive,False,San Francisco,True
8edf203b-0401-4374,EMP102,2026-05-11 08:17:33,DEV-102-101,Interactive,False,Bengaluru,True
714a045f-675c-479c,EMP106,2026-05-11 10:55:12,DEV-106-101,Interactive,False,New York,True
6bc78e3f-1e2c-41dc,EMP109,2026-05-11 08:48:54,DEV-109-101,Interactive,False,London,True
fcfdafc7-da63-48ed,EMP122,2026-05-11 09:17:59,DEV-122-101,Interactive,False,Bengaluru,True
56464d52-9114-4db6,EMP136,2026-05-11 10:22:14,DEV-136-101,Interactive,False,Tokyo,True
9688adbf-cb15-421f,EMP137,2026-05-11 08:28:03,DEV-137-101,Interactive,False,Bengaluru,True
4e09081c-62e7-46b4,EMP142,2026-05-11 10:06:32,DEV-142-101,Interactive,False,San Francisco,True
40f400c1-008a-4474,EMP148,2026-05-11 08:21:48,DEV-148-101,Interactive,False,Tokyo,True
f009d3f6-f151-47d5,EMP002,2026-05-12 08:03:07,DEV-002-101,Interactive,False,New York,True
60fded3d-47d1-483c,EMP006,2026-05-12 08:14:11,DEV-006-101,Interactive,False,San Francisco,True
9be1bd40-d014-4f8a,EMP007,2026-05-12 08:08:55,DEV-007-101,Interactive,False,New York,True
0c5bc0d2-d5b7-4e4e,EMP010,2026-05-12 09:38:19,DEV-010-101,Interactive,False,New York,True
d55c1a18-c9f0-4340,EMP013,2026-05-12 09:55:18,DEV-013-101,Interactive,False,New York,True
fa889fd0-a114-4522,EMP017,2026-05-12 10:27:18,DEV-017-101,Interactive,False,London,True
8c354e32-493e-4617,EMP019,2026-05-12 08:34:50,DEV-019-101,Interactive,False,New York,True
2b639e87-98bf-4d17,EMP023,2026-05-12 10:54:53,DEV-023-101,Interactive,False,London,True
3c26da63-b3ce-4e07,EMP030,2026-05-12 08:00:06,DEV-030-101,Interactive,False,Bengaluru,True
f212c3dd-a218-45dc,EMP034,2026-05-12 09:03:15,DEV-034-101,Interactive,False,Tokyo,True
091a753e-5b5e-4862,EMP035,2026-05-12 10:38:23,DEV-035-101,Interactive,False,New York,True
68e9a893-cd67-46c7,EMP043,2026-05-12 09:42:04,DEV-043-101,Interactive,False,New York,True
416f0c13-96e6-4190,EMP045,2026-05-12 10:25:33,DEV-045-101,Interactive,False,Tokyo,True
74adb854-0c8b-46a6,EMP046,2026-05-12 08:24:43,DEV-046-101,Interactive,False,San Francisco,True
64d84e28-6665-41e3,EMP047,2026-05-12 08:20:20,DEV-047-101,Interactive,False,New York,True
12b7bed2-59e4-4290,EMP049,2026-05-12 09:12:46,DEV-049-101,Interactive,False,Bengaluru,True
ac372723-3f9e-4aa3,EMP052,2026-05-12 10:08:15,DEV-052-101,Interactive,False,London,True
0febd1a3-c939-4a7a,EMP055,2026-05-12 10:40:35,DEV-055-101,Interactive,False,London,True
16123421-0619-43b4,EMP059,2026-05-12 08:49:35,DEV-059-101,Interactive,False,Tokyo,True
0b8e8701-8826-4aeb,EMP064,2026-05-12 10:14:59,DEV-064-101,Interactive,False,Bengaluru,True
9b5f6b33-deab-4396,EMP065,2026-05-12 10:22:07,DEV-065-101,Interactive,False,San Francisco,True
df593d85-3a69-442c,EMP084,2026-05-12 09:34:53,DEV-084-101,Interactive,False,San Francisco,True
3eb6be98-7db8-4574,EMP086,2026-05-12 10:07:04,DEV-086-101,Interactive,False,San Francisco,True
7047c85b-f8e5-4538,EMP088,2026-05-12 10:10:41,DEV-088-101,Interactive,False,Tokyo,True
5ff441ab-ffc3-4061,EMP092,2026-05-12 10:08:00,DEV-092-101,Interactive,False,Bengaluru,True
baeb6b18-4745-420f,EMP096,2026-05-12 08:33:26,DEV-096-101,Interactive,False,London,True
4539c844-c800-4168,EMP097,2026-05-12 09:37:38,DEV-097-101,Interactive,False,Bengaluru,True
04909f7f-6892-496e,EMP099,2026-05-12 08:53:50,DEV-099-101,Interactive,False,New York,True
21b38886-8743-4fb1,EMP100,2026-05-12 10:05:37,DEV-100-101,Interactive,False,New York,True
1b48314f-1514-408a,EMP107,2026-05-12 09:59:41,DEV-107-101,Interactive,False,New York,True
7c794303-2371-4ab1,EMP108,2026-05-12 08:01:23,DEV-108-101,Interactive,False,New York,True
3331e319-476b-4226,EMP112,2026-05-12 10:25:53,DEV-112-101,Interactive,False,London,True
34c96f3c-5822-404c,EMP113,2026-05-12 09:52:06,DEV-113-101,Interactive,False,San Francisco,True
3666972a-f619-4cf9,EMP114,2026-05-12 08:38:16,DEV-114-101,Interactive,False,London,True
edf39f06-f965-4f21,EMP116,2026-05-12 09:58:23,DEV-116-101,Interactive,False,San Francisco,True
5b302924-b14e-4ed2,EMP122,2026-05-12 09:49:30,DEV-122-101,Interactive,False,Bengaluru,True
f57ab4db-3aee-471b,EMP124,2026-05-12 10:22:30,DEV-124-101,Interactive,False,Tokyo,True
df7a6e77-7d35-4b9d,EMP127,2026-05-12 09:49:38,DEV-127-101,Interactive,False,San Francisco,True
867db78b-d200-4f06,EMP128,2026-05-12 09:43:09,DEV-128-101,Interactive,False,London,True
2ef1c02c-0935-493d,EMP131,2026-05-12 08:53:13,DEV-131-101,Interactive,False,Bengaluru,True
dfc0088f-277f-4d66,EMP135,2026-05-12 09:30:53,DEV-135-101,Interactive,False,London,True
41dc45e3-468c-4f11,EMP146,2026-05-12 10:57:56,DEV-146-101,Interactive,False,London,True
79296463-10a5-4fc4,EMP149,2026-05-12 09:05:01,DEV-149-101,Interactive,False,New York,True
c85b03a1-316c-45a9,EMP003,2026-05-13 09:55:43,DEV-003-101,Interactive,False,Bengaluru,True
9a0e8db0-7280-4aba,EMP004,2026-05-13 08:31:06,DEV-004-101,Interactive,False,New York,True
38efd507-5dd3-4199,EMP007,2026-05-13 08:31:17,DEV-007-101,Interactive,False,New York,True
0e541e7b-e9d6-4d1b,EMP009,2026-05-13 08:22:27,DEV-009-101,Interactive,False,London,True
7aab5f91-7e5d-4292,EMP012,2026-05-13 09:08:47,DEV-012-101,Interactive,False,London,True
1e37de48-9bc8-451e,EMP017,2026-05-13 08:20:44,DEV-017-101,Interactive,False,London,True
98b16db8-3c47-42af,EMP019,2026-05-13 08:34:22,DEV-019-101,Interactive,False,New York,True
ccc94e01-8736-4ecd,EMP020,2026-05-13 08:30:36,DEV-020-101,Interactive,False,San Francisco,True
361048b5-3ea0-4fab,EMP022,2026-05-13 08:13:08,DEV-022-101,Interactive,False,Tokyo,True
381096ce-af55-44f6,EMP024,2026-05-13 09:59:01,DEV-024-101,Interactive,False,London,True
5e2bea4d-f92b-4c13,EMP030,2026-05-13 09:01:08,DEV-030-101,Interactive,False,Bengaluru,True
7eadad7f-622c-4a49,EMP032,2026-05-13 10:10:50,DEV-032-101,Interactive,False,New York,True
e6b0bd01-70dd-4e04,EMP035,2026-05-13 09:40:39,DEV-035-101,Interactive,False,New York,True
9e92da5e-497a-4363,EMP038,2026-05-13 08:02:18,DEV-038-101,Interactive,False,San Francisco,True
035af119-b2cc-44c2,EMP044,2026-05-13 10:08:48,DEV-044-101,Interactive,False,San Francisco,True
eff17d85-1f0d-4bb8,EMP045,2026-05-13 10:31:09,DEV-045-101,Interactive,False,Tokyo,True
4337fbb8-0f88-42f9,EMP047,2026-05-13 08:23:30,DEV-047-101,Interactive,False,New York,True
ccbc4172-ca25-4572,EMP048,2026-05-13 08:46:16,DEV-048-101,Interactive,False,Bengaluru,True
fc5cee66-f0f0-4e19,EMP049,2026-05-13 10:23:34,DEV-049-101,Interactive,False,Bengaluru,True
9239f0ae-dcc1-4663,EMP050,2026-05-13 08:52:21,DEV-050-101,Interactive,False,New York,True
b0dc9c41-1827-41fe,EMP057,2026-05-13 08:15:05,DEV-057-101,Interactive,False,Tokyo,True
36600eaa-eade-4f91,EMP062,2026-05-13 09:34:25,DEV-062-101,Interactive,False,London,True
50f9ab6b-5c4d-4c04,EMP065,2026-05-13 10:56:41,DEV-065-101,Interactive,False,San Francisco,True
4287692d-40d1-49dd,EMP067,2026-05-13 09:29:00,DEV-067-101,Interactive,False,Bengaluru,True
ee18903c-a8a1-48b9,EMP071,2026-05-13 08:46:41,DEV-071-101,Interactive,False,Bengaluru,True
b744c0c3-cbb1-40c0,EMP077,2026-05-13 09:23:06,DEV-077-101,Interactive,False,New York,True
ed633ba6-34fb-4eaf,EMP079,2026-05-13 10:53:28,DEV-079-101,Interactive,False,San Francisco,True
31d25918-dd41-4ec9,EMP080,2026-05-13 10:57:01,DEV-080-101,Interactive,False,San Francisco,True
a8642683-d046-4f10,EMP085,2026-05-13 10:45:46,DEV-085-101,Interactive,False,London,True
52c97320-5e38-4b29,EMP086,2026-05-13 10:17:26,DEV-086-101,Interactive,False,San Francisco,True
01bcc54b-3b68-4eec,EMP087,2026-05-13 10:47:08,DEV-087-101,Interactive,False,New York,True
f0ad5636-b959-4380,EMP089,2026-05-13 09:58:06,DEV-089-101,Interactive,False,London,True
2b87bcba-02bd-45c2,EMP091,2026-05-13 10:22:05,DEV-091-101,Interactive,False,London,True
dbc7bd05-6fb2-4979,EMP099,2026-05-13 09:03:11,DEV-099-101,Interactive,False,New York,True
7a651dfd-a095-4490,EMP104,2026-05-13 08:49:47,DEV-104-101,Interactive,False,San Francisco,True
c53078ba-3ffb-41ab,EMP114,2026-05-13 08:37:20,DEV-114-101,Interactive,False,London,True
b19fb4c7-6ac9-467f,EMP115,2026-05-13 09:36:02,DEV-115-101,Interactive,False,San Francisco,True
e94f41af-be1c-48d7,EMP116,2026-05-13 10:46:58,DEV-116-101,Interactive,False,San Francisco,True
dbed779c-a0ac-442a,EMP121,2026-05-13 08:04:38,DEV-121-101,Interactive,False,Bengaluru,True
a021b855-57a5-4bf9,EMP135,2026-05-13 08:17:27,DEV-135-101,Interactive,False,London,True
dfe38bfd-3d10-4102,EMP136,2026-05-13 09:08:38,DEV-136-101,Interactive,False,Tokyo,True
a6a07b6d-c70d-4ce4,EMP145,2026-05-13 08:29:18,DEV-145-101,Interactive,False,New York,True
277d8967-c3c7-4e2c,EMP149,2026-05-13 09:22:29,DEV-149-101,Interactive,False,New York,True
fd465e2a-5c93-45ef,EMP003,2026-05-14 09:36:47,DEV-003-101,Interactive,False,Bengaluru,True
28d18313-031a-4508,EMP005,2026-05-14 08:27:47,DEV-005-101,Interactive,False,San Francisco,True
ffcfc359-63f4-476b,EMP008,2026-05-14 10:41:16,DEV-008-101,Interactive,False,London,True
bdadf308-626d-45fc,EMP009,2026-05-14 09:23:14,DEV-009-101,Interactive,False,London,True
bc12d660-d5ec-4f1c,EMP013,2026-05-14 09:54:34,DEV-013-101,Interactive,False,New York,True
a712f879-9e1d-4d50,EMP014,2026-05-14 09:02:57,DEV-014-101,Interactive,False,London,True
42e8c221-7407-435a,EMP018,2026-05-14 10:50:33,DEV-018-101,Interactive,False,New York,True
23b7208f-01ca-4b5e,EMP022,2026-05-14 10:50:08,DEV-022-101,Interactive,False,Tokyo,True
aeaf9a07-df85-49ab,EMP037,2026-05-14 08:56:24,DEV-037-101,Interactive,False,New York,True
d1a152e0-7a4d-42b6,EMP039,2026-05-14 10:30:43,DEV-039-101,Interactive,False,San Francisco,True
e513aae4-20ad-40df,EMP040,2026-05-14 09:32:09,DEV-040-101,Interactive,False,Tokyo,True
65207ffd-083c-4810,EMP044,2026-05-14 08:12:42,DEV-044-101,Interactive,False,San Francisco,True
9e0153a2-e5e9-437f,EMP048,2026-05-14 09:07:13,DEV-048-101,Interactive,False,Bengaluru,True
45a14770-b473-4dfd,EMP049,2026-05-14 08:51:09,DEV-049-101,Interactive,False,Bengaluru,True
2527e046-9091-4ee0,EMP053,2026-05-14 09:18:25,DEV-053-101,Interactive,False,San Francisco,True
9cc2b66f-9b25-4581,EMP061,2026-05-14 09:43:33,DEV-061-101,Interactive,False,Tokyo,True
9d9c7042-487c-41ed,EMP062,2026-05-14 10:57:16,DEV-062-101,Interactive,False,London,True
3e67c7cb-3dfc-4cd9,EMP067,2026-05-14 10:38:29,DEV-067-101,Interactive,False,Bengaluru,True
f439d655-321c-49c7,EMP071,2026-05-14 10:18:22,DEV-071-101,Interactive,False,Bengaluru,True
8397b462-5a7d-4d48,EMP073,2026-05-14 08:39:53,DEV-073-101,Interactive,False,London,True
881a9c1e-e010-4121,EMP078,2026-05-14 09:56:09,DEV-078-101,Interactive,False,London,True
5cd50df3-1e36-40e2,EMP079,2026-05-14 08:05:12,DEV-079-101,Interactive,False,San Francisco,True
9467a279-3797-43af,EMP080,2026-05-14 09:10:17,DEV-080-101,Interactive,False,San Francisco,True
9d68f05f-d393-4a38,EMP083,2026-05-14 09:38:58,DEV-083-101,Interactive,False,Tokyo,True
9d276905-16d7-44d7,EMP085,2026-05-14 10:03:16,DEV-085-101,Interactive,False,London,True
8d0fe167-ae01-4963,EMP086,2026-05-14 10:27:27,DEV-086-101,Interactive,False,San Francisco,True
d88a35df-ef65-4f9d,EMP087,2026-05-14 08:42:08,DEV-087-101,Interactive,False,New York,True
d8e6fb1d-d66c-46bc,EMP088,2026-05-14 10:09:21,DEV-088-101,Interactive,False,Tokyo,True
020331dc-d598-4bd1,EMP089,2026-05-14 10:35:37,DEV-089-101,Interactive,False,London,True
