event_id,employee_id,timestamp,file_name,file_sensitivity,action,file_size_mb
8d466ad7-390f-4250,EMP036,2026-05-01 13:42:46,doc_658.pdf,Public,Read,7.38
56a30022-6ff4-4fcb,EMP036,2026-05-01 09:32:46,doc_458.xlsx,Public,Write,3.71
9b45df9c-6225-4a4e,EMP039,2026-05-01 10:45:56,doc_588.xlsx,Internal,Write,0.64
7bb8450b-c95b-4755,EMP039,2026-05-01 16:56:56,doc_416.xlsx,Internal,Read,1.43
84aa0e0b-0f7a-47a5,EMP040,2026-05-01 13:52:47,doc_497.docx,Public,Write,3.18
97d4d54c-52db-42f8,EMP041,2026-05-01 13:21:45,doc_611.pdf,Public,Write,2.01
774fe34b-152f-4d46,EMP046,2026-05-01 13:13:27,doc_374.pdf,Public,Read,4.04
8bfcf779-61b1-4310,EMP046,2026-05-01 14:35:27,doc_379.docx,Public,Write,7.34
68bb4681-b0f7-467a,EMP048,2026-05-01 09:57:06,doc_654.pdf,Confidential,Write,2.04
bf843a83-edb2-4cbd,EMP051,2026-05-01 08:33:58,doc_302.xlsx,Public,Read,3.47
9d026e91-470c-44b2,EMP051,2026-05-01 14:14:58,doc_964.xlsx,Public,Write,5.34
6e7a3668-a06c-4476,EMP052,2026-05-01 12:24:25,doc_660.pdf,Confidential,Write,1.13
2fdaad96-103e-48d8,EMP057,2026-05-01 12:20:57,doc_445.docx,Restricted,Write,0.55
9bb1436f-6c52-4377,EMP057,2026-05-01 11:24:57,doc_661.docx,Public,Read,7.01
eff03232-2f55-49ce,EMP058,2026-05-01 11:47:07,doc_556.pdf,Public,Write,2.73
eb729452-6300-4597,EMP058,2026-05-01 16:10:07,doc_291.xlsx,Public,Read,6.65
7c516ea1-996f-42c9,EMP069,2026-05-01 16:14:15,doc_367.xlsx,Public,Write,7.45
2e89fba9-030d-427c,EMP071,2026-05-01 13:26:38,doc_537.pdf,Public,Read,6.43
7593a8af-7701-432f,EMP071,2026-05-01 15:43:38,doc_504.docx,Internal,Write,2.33
b54457af-c68b-4021,EMP078,2026-05-01 12:51:07,doc_315.pdf,Public,Write,6.23
5bebf606-ee55-432b,EMP083,2026-05-01 10:50:58,doc_482.docx,Public,Read,2.27
c7ee6d83-6368-44f4,EMP083,2026-05-01 11:46:58,doc_594.xlsx,Internal,Write,0.62
5ae970d6-fad1-40da,EMP086,2026-05-01 10:45:23,doc_899.docx,Public,Write,6.36
94f2ae09-0b08-4b45,EMP088,2026-05-01 18:39:56,doc_255.docx,Internal,Read,7.71
0e0f116d-af09-4010,EMP090,2026-05-01 10:26:17,doc_912.pdf,Public,Write,6.79
bb20a20e-2bb1-4a8f,EMP092,2026-05-01 11:00:09,doc_626.docx,Public,Write,0.37
60b5c524-1e21-4374,EMP092,2026-05-01 15:20:09,doc_474.pdf,Public,Write,1.35
1f3ee2d7-8c8d-479e,EMP097,2026-05-01 13:11:46,doc_800.xlsx,Public,Write,5.52
985c0920-0ed4-4f7d,EMP097,2026-05-01 14:45:46,doc_604.docx,Public,Write,4.8
34871145-e0cf-4049,EMP098,2026-05-01 10:17:55,doc_641.xlsx,Public,Read,1.28
101bea33-84d4-4999,EMP102,2026-05-01 14:11:36,doc_483.docx,Public,Read,2.88
75ad3af1-1369-4f98,EMP107,2026-05-01 08:59:58,doc_761.xlsx,Public,Write,1.29
f8645cfb-6a25-404c,EMP107,2026-05-01 13:04:58,doc_704.docx,Public,Write,4.59
65b93bb1-04e3-481e,EMP108,2026-05-01 12:09:17,doc_811.xlsx,Public,Write,1.55
4c2127e2-8bfb-4bf7,EMP108,2026-05-01 08:59:17,doc_384.xlsx,Public,Write,2.99
6c220c94-e43b-4cf5,EMP112,2026-05-01 12:56:40,doc_285.xlsx,Restricted,Write,5.28
3cdd37cb-79d1-493a,EMP118,2026-05-01 11:38:21,doc_743.docx,Public,Read,1.03
511a3c04-04fc-4c1d,EMP119,2026-05-01 17:15:01,doc_755.pdf,Internal,Read,5.1
6de527c9-a333-4a05,EMP119,2026-05-01 13:31:01,doc_908.pdf,Public,Read,7.18
fd479e28-ff3d-4160,EMP122,2026-05-01 13:08:30,doc_618.xlsx,Public,Read,6.55
07e1e596-debd-4486,EMP122,2026-05-01 17:40:30,doc_885.xlsx,Internal,Read,7.56
c8d7171f-0d48-4fb9,EMP133,2026-05-01 17:27:28,doc_809.docx,Public,Write,2.62
48049d51-4eb7-4778,EMP133,2026-05-01 17:28:28,doc_639.docx,Public,Read,0.54
659f6209-abe7-40e4,EMP134,2026-05-01 13:08:02,doc_226.xlsx,Public,Write,4.87
722e68d2-6d31-4fcc,EMP134,2026-05-01 16:16:02,doc_622.docx,Public,Read,7.96
65101d9e-3f06-42a9,EMP135,2026-05-01 14:14:28,doc_944.xlsx,Public,Write,3.44
b895643c-6b76-491e,EMP138,2026-05-01 12:41:52,doc_707.docx,Public,Write,0.64
527fe0cf-ff7c-4cf2,EMP143,2026-05-01 13:06:54,doc_465.pdf,Public,Write,7.49
560a2c94-888e-41db,EMP144,2026-05-01 18:26:52,doc_547.docx,Public,Write,6.22
6977f248-1500-4227,EMP145,2026-05-01 09:53:33,doc_790.xlsx,Public,Read,5.62
68de9044-a900-472c,EMP145,2026-05-01 13:34:33,doc_436.pdf,Confidential,Read,3.85
68b42c3e-26eb-4718,EMP147,2026-05-01 13:51:36,doc_407.xlsx,Confidential,Read,3.13
47404766-6a1f-42e9,EMP147,2026-05-01 18:21:36,doc_146.docx,Public,Read,6.61
71cba24a-da74-4ad0,EMP001,2026-05-02 13:54:00,doc_370.xlsx,Public,Read,3.83
dece2ca0-3aec-4ede,EMP032,2026-05-02 22:27:42,doc_305.docx,Public,Read,0.95
af5362f6-ae1a-4ff4,EMP055,2026-05-02 15:45:26,doc_162.xlsx,Public,Write,3.37
f70f894e-1d45-48c0,EMP102,2026-05-02 16:35:02,doc_884.pdf,Public,Read,4.98
f0a012fc-9452-4495,EMP102,2026-05-02 16:06:02,doc_781.xlsx,Public,Write,4.91
ec949569-fc8f-4eee,EMP032,2026-05-03 19:51:36,doc_976.xlsx,Public,Write,0.48
dc12897e-34aa-44fc,EMP083,2026-05-03 21:36:32,doc_734.docx,Public,Write,4.05
c6eb822b-1c33-4d11,EMP083,2026-05-03 21:56:32,doc_396.docx,Public,Read,3.17
c4a97d36-b5fd-4766,EMP112,2026-05-03 22:23:37,doc_457.xlsx,Public,Read,3.21
e5591aba-4824-4bd8,EMP112,2026-05-03 17:35:37,doc_589.xlsx,Internal,Write,2.93
753b49b2-67db-4c82,EMP144,2026-05-03 16:13:26,doc_467.docx,Public,Write,5.1
8562e67f-895a-460b,EMP144,2026-05-03 14:45:26,doc_691.docx,Internal,Read,5.0
9de337b5-d850-4f2f,EMP145,2026-05-03 13:20:06,doc_343.xlsx,Public,Write,3.7
e9f5f24b-5d6b-41d7,EMP145,2026-05-03 13:58:06,doc_466.docx,Public,Read,1.95
3e4be2d7-b811-46cd,EMP008,2026-05-04 10:48:27,doc_696.xlsx,Public,Write,7.86
cad2ddef-7f27-4130,EMP012,2026-05-04 11:58:13,doc_817.docx,Internal,Read,6.03
88894914-0c9c-46c1,EMP015,2026-05-04 15:09:35,doc_656.docx,Public,Read,5.09
94785988-3a10-4acd,EMP015,2026-05-04 17:08:35,doc_505.docx,Public,Read,0.28
4802717f-8d41-445d,EMP017,2026-05-04 11:15:19,doc_935.docx,Public,Write,7.36
df5e7b16-e1a4-4d55,EMP021,2026-05-04 14:03:01,doc_645.docx,Public,Write,0.39
a97738d8-6fe2-415b,EMP021,2026-05-04 15:51:01,doc_378.xlsx,Internal,Read,1.62
2742453d-6571-4507,EMP022,2026-05-04 11:01:35,doc_681.pdf,Public,Read,4.77
9e5dbe85-4ff3-4828,EMP022,2026-05-04 16:34:35,doc_647.docx,Internal,Write,6.47
896bafbf-6736-4d77,EMP023,2026-05-04 16:14:10,doc_478.docx,Internal,Read,7.25
4b8bfaf0-6fd6-40cd,EMP023,2026-05-04 11:27:10,doc_110.docx,Internal,Read,1.64
158f7d56-88a7-43f0,EMP026,2026-05-04 11:54:11,doc_830.docx,Public,Write,1.62
5456d958-cc58-43b0,EMP032,2026-05-04 12:39:32,doc_724.xlsx,Public,Read,1.83
668981ec-c46e-4066,EMP033,2026-05-04 14:06:41,doc_146.xlsx,Internal,Read,1.73
74fc81a4-b165-4963,EMP035,2026-05-04 11:54:30,doc_977.pdf,Internal,Write,4.46
8885c06e-8b6d-4726,EMP039,2026-05-04 14:15:26,doc_988.pdf,Public,Write,2.24
e66187e9-694a-4278,EMP039,2026-05-04 13:56:26,doc_704.pdf,Confidential,Read,2.47
be5cd9fb-24b3-4734,EMP044,2026-05-04 11:21:55,doc_514.docx,Confidential,Write,4.48
90a64241-e014-4255,EMP051,2026-05-04 11:06:32,doc_180.docx,Public,Read,0.77
025e3ebe-58cb-4103,EMP059,2026-05-04 14:41:41,doc_336.docx,Confidential,Read,4.99
e861e4c9-29e7-4314,EMP062,2026-05-04 12:28:50,doc_587.pdf,Public,Write,2.9
5ebd0d27-f1aa-46ad,EMP063,2026-05-04 11:36:25,doc_116.pdf,Public,Read,4.01
6a4f14c1-8f9e-46de,EMP063,2026-05-04 10:18:25,doc_941.pdf,Public,Read,2.16
7256050b-12d0-44b4,EMP064,2026-05-04 14:41:06,doc_695.docx,Public,Write,1.16
4903da27-74f1-4e47,EMP065,2026-05-04 17:38:55,doc_342.docx,Restricted,Write,1.86
8bb05b12-a950-481c,EMP065,2026-05-04 11:46:55,doc_889.pdf,Public,Read,7.31
dac2ae07-c6e2-4c82,EMP068,2026-05-04 14:32:11,doc_634.docx,Public,Write,5.63
0ec3c6ca-2ecd-40e1,EMP071,2026-05-04 13:09:41,doc_995.pdf,Public,Read,5.49
01cd8807-62cc-41b2,EMP071,2026-05-04 08:20:41,doc_527.xlsx,Confidential,Write,2.73
27984164-8c47-4028,EMP078,2026-05-04 14:24:15,doc_530.pdf,Public,Read,1.48
68547c86-cf3e-425c,EMP078,2026-05-04 14:08:15,doc_354.docx,Public,Write,7.66
0dfe30db-c567-43e9,EMP079,2026-05-04 13:40:30,doc_115.docx,Public,Write,0.43
4af598a6-626a-4b81,EMP081,2026-05-04 14:51:09,doc_772.docx,Public,Write,7.84
e79e2b70-86c0-4e51,EMP081,2026-05-04 10:41:09,doc_423.pdf,Public,Write,1.75
3250e980-92db-4919,EMP087,2026-05-04 16:27:46,doc_257.xlsx,Internal,Read,5.04
8fdd72c3-e657-431d,EMP087,2026-05-04 11:49:46,doc_644.xlsx,Public,Write,3.32
a9a9d781-40db-47a5,EMP089,2026-05-04 14:44:36,doc_684.pdf,Internal,Write,1.48
48863cad-3ba3-43d1,EMP090,2026-05-04 13:38:32,doc_695.docx,Public,Read,4.18
dd660e51-795d-4895,EMP092,2026-05-04 16:44:01,doc_969.xlsx,Public,Write,7.83
b8381f49-9c3a-4528,EMP092,2026-05-04 14:45:01,doc_446.xlsx,Public,Read,6.96
e9a31d06-38a1-4a71,EMP093,2026-05-04 12:03:51,doc_794.pdf,Public,Read,0.72
89afffed-f9f6-4629,EMP096,2026-05-04 16:57:21,doc_762.pdf,Internal,Read,6.38
5d56ad9e-30ca-4516,EMP102,2026-05-04 11:06:26,doc_388.docx,Public,Read,3.77
c52ff922-bd0e-4bbb,EMP102,2026-05-04 10:41:26,doc_796.pdf,Public,Read,0.53
8d3c36ea-b85c-4042,EMP106,2026-05-04 11:31:02,doc_839.docx,Public,Read,1.24
2fac46fc-db80-45ba,EMP129,2026-05-04 15:26:54,doc_298.pdf,Public,Read,2.61
9f263a1b-3baa-4c34,EMP130,2026-05-04 15:21:52,doc_378.xlsx,Public,Write,5.52
a89686b0-a6f4-4abd,EMP130,2026-05-04 10:58:52,doc_926.pdf,Public,Read,4.88
1711c782-3c5b-43d9,EMP131,2026-05-04 16:33:57,doc_213.xlsx,Public,Read,7.75
e51bca4b-8390-4019,EMP131,2026-05-04 16:23:57,doc_758.docx,Public,Read,1.82
992d2328-bc59-4fb8,EMP132,2026-05-04 10:55:01,doc_780.docx,Public,Write,6.55
356f32ce-de26-4a85,EMP132,2026-05-04 14:41:01,doc_142.xlsx,Internal,Read,7.73
31ad4bbe-178d-42e3,EMP137,2026-05-04 09:43:55,doc_198.pdf,Public,Read,1.18
09ff5048-8965-41b2,EMP137,2026-05-04 09:50:55,doc_522.xlsx,Public,Write,6.02
0cb18f57-1d9e-4d06,EMP138,2026-05-04 16:40:24,doc_543.pdf,Public,Write,6.56
569b6144-379a-4a50,EMP142,2026-05-04 11:03:40,doc_522.pdf,Confidential,Write,0.27
576eb183-66ac-4176,EMP144,2026-05-04 10:05:26,doc_583.docx,Internal,Read,0.22
b02f046c-5e70-4c17,EMP145,2026-05-04 11:25:30,doc_466.pdf,Confidential,Read,4.37
bb985533-9bd4-4ae6,EMP146,2026-05-04 16:03:00,doc_267.pdf,Public,Write,1.43
8c200d48-3aa3-4415,EMP146,2026-05-04 13:30:00,doc_922.docx,Public,Read,6.16
ae536c47-fa50-414b,EMP147,2026-05-04 17:12:27,doc_788.docx,Internal,Write,3.81
e5bba676-e7a8-4a8f,EMP147,2026-05-04 18:21:27,doc_480.xlsx,Public,Write,6.85
0e5b839b-ca41-4332,EMP004,2026-05-05 12:10:33,doc_332.xlsx,Internal,Write,7.18
3679bbe0-fc11-445a,EMP005,2026-05-05 12:19:03,doc_616.xlsx,Public,Read,3.47
736e3342-6a7e-4b45,EMP008,2026-05-05 12:24:33,doc_441.xlsx,Public,Read,5.66
3681d621-2b5e-4912,EMP018,2026-05-05 11:14:07,doc_294.docx,Public,Write,6.52
e63d1c54-6d2e-4410,EMP026,2026-05-05 17:31:32,doc_151.xlsx,Public,Read,0.42
254b5e02-eff1-4338,EMP028,2026-05-05 14:09:13,doc_487.pdf,Public,Write,2.37
8db22e2e-d707-4800,EMP028,2026-05-05 11:05:13,doc_712.pdf,Public,Read,4.56
06d4ba0d-431e-4392,EMP032,2026-05-05 13:20:44,doc_131.pdf,Public,Write,4.28
57bec060-c7a3-454c,EMP032,2026-05-05 13:20:44,doc_537.pdf,Public,Write,6.82
37f3722b-4463-4dde,EMP039,2026-05-05 10:15:51,doc_644.pdf,Internal,Read,7.37
9ebcc956-166c-459e,EMP041,2026-05-05 10:17:01,doc_795.pdf,Internal,Write,3.13
e65c71d4-fb5f-4a8f,EMP043,2026-05-05 12:20:37,doc_324.docx,Confidential,Write,0.66
e47be807-4ba4-4aae,EMP043,2026-05-05 16:04:37,doc_661.xlsx,Public,Read,0.76
960b340b-1fb0-4fc3,EMP053,2026-05-05 15:56:12,doc_446.xlsx,Internal,Read,6.38
cbd62068-a95d-485c,EMP054,2026-05-05 09:08:23,doc_713.xlsx,Public,Write,7.36
2207849a-f559-4159,EMP055,2026-05-05 12:02:05,doc_852.docx,Public,Read,5.99
991e9ac3-8955-4dcd,EMP055,2026-05-05 16:26:05,doc_396.xlsx,Public,Write,2.76
81658986-aa26-41db,EMP058,2026-05-05 14:09:09,doc_301.docx,Internal,Read,0.26
e0815cca-ad5b-48e5,EMP058,2026-05-05 11:34:09,doc_672.xlsx,Public,Read,0.65
333f97a9-337e-465f,EMP079,2026-05-05 12:16:31,doc_157.pdf,Internal,Read,4.36
37e87a25-1c4d-40e3,EMP081,2026-05-05 13:32:11,doc_561.docx,Public,Read,1.87
0c7aed13-c3d4-4487,EMP091,2026-05-05 09:01:25,doc_249.docx,Restricted,Read,2.36
09c7181c-f29a-4f82,EMP098,2026-05-05 13:48:00,doc_106.xlsx,Public,Write,1.18
4da6c9ef-24c9-4b01,EMP101,2026-05-05 10:59:45,doc_286.docx,Public,Read,5.94
4a724de6-95e8-40a0,EMP101,2026-05-05 15:40:45,doc_379.pdf,Internal,Write,1.56
c4319959-a809-4562,EMP110,2026-05-05 14:18:09,doc_533.docx,Public,Read,3.15
8ea4bc31-1ab7-43bd,EMP111,2026-05-05 17:44:20,doc_733.docx,Public,Read,4.05
7acc54bb-f07a-48d8,EMP119,2026-05-05 16:24:03,doc_666.xlsx,Public,Read,2.99
6d82fff7-6790-4eee,EMP119,2026-05-05 13:17:03,doc_579.pdf,Confidential,Read,1.33
0331168d-39f2-456b,EMP123,2026-05-05 14:06:36,doc_280.pdf,Public,Read,4.66
30a49860-7f65-4a8e,EMP123,2026-05-05 13:51:36,doc_591.docx,Internal,Read,7.86
ab8cc0ac-0a71-4328,EMP130,2026-05-05 12:26:03,doc_181.pdf,Public,Read,4.72
362f4d25-1c72-47d1,EMP130,2026-05-05 09:58:03,doc_181.xlsx,Public,Read,4.44
b4347cec-3571-4345,EMP132,2026-05-05 14:39:31,doc_207.pdf,Public,Write,1.14
1043be09-3c68-49a4,EMP132,2026-05-05 13:40:31,doc_850.docx,Public,Write,2.35
721fb78a-1ba4-4b25,EMP134,2026-05-05 11:22:17,doc_251.xlsx,Public,Write,3.63
5f43be4b-a2fe-4074,EMP134,2026-05-05 10:01:17,doc_448.xlsx,Public,Write,4.73
b85ce332-be73-4729,EMP140,2026-05-05 16:38:28,doc_956.xlsx,Public,Read,4.1
1e05cc01-b078-4815,EMP140,2026-05-05 09:56:28,doc_236.xlsx,Public,Write,0.45
aac2f073-5329-4d40,EMP147,2026-05-05 16:00:54,doc_379.docx,Internal,Read,2.91
eaac9e4c-7380-405b,EMP147,2026-05-05 16:35:54,doc_768.docx,Public,Read,3.06
ba528ef5-5428-4e9b,EMP003,2026-05-06 11:58:16,doc_201.pdf,Public,Read,1.62
4b7bb2bd-c4d9-4743,EMP006,2026-05-06 15:50:57,doc_253.docx,Confidential,Write,4.66
90807f39-d21c-4301,EMP012,2026-05-06 08:41:20,doc_145.xlsx,Public,Read,6.09
e70bbf4f-24cf-4eff,EMP018,2026-05-06 09:59:21,doc_815.pdf,Public,Write,0.34
6c64ddb3-ec88-43f7,EMP018,2026-05-06 13:12:21,doc_134.xlsx,Public,Write,3.45
9cf39d90-13e4-4fcd,EMP023,2026-05-06 12:00:25,doc_727.xlsx,Public,Write,2.7
7737923d-3038-4298,EMP025,2026-05-06 17:29:01,doc_136.docx,Public,Read,3.61
22d04e78-42f8-41cf,EMP025,2026-05-06 13:17:01,doc_139.docx,Public,Write,0.45
57d4499d-7621-4fb8,EMP030,2026-05-06 10:35:23,doc_586.xlsx,Public,Write,7.15
071000de-4db4-4569,EMP030,2026-05-06 17:16:23,doc_488.xlsx,Public,Write,0.4
ca08b206-f03a-463d,EMP040,2026-05-06 16:29:55,doc_669.pdf,Public,Write,0.27
e42d56f6-dbc5-418f,EMP040,2026-05-06 15:37:55,doc_753.xlsx,Public,Read,3.67
98ade866-90d9-4905,EMP042,2026-05-06 16:10:06,doc_446.docx,Public,Read,5.33
cea5445e-5301-4bf5,EMP043,2026-05-06 17:20:06,doc_561.xlsx,Public,Write,0.2
8d2eee3c-7855-4850,EMP043,2026-05-06 13:08:06,doc_730.pdf,Public,Read,2.65
66a50cd6-f32e-4a0e,EMP044,2026-05-06 13:30:59,doc_822.xlsx,Public,Read,1.59
65339538-25c2-44a3,EMP044,2026-05-06 15:32:59,doc_858.pdf,Public,Write,6.37
d9b8aa96-1016-422d,EMP054,2026-05-06 11:58:10,doc_734.xlsx,Public,Write,4.63
8972acbe-d9e1-476a,EMP054,2026-05-06 11:45:10,doc_956.xlsx,Public,Read,1.12
f2bb7e91-e7d1-44f7,EMP055,2026-05-06 16:11:58,doc_561.pdf,Internal,Write,3.67
bad43f7a-cbc9-4478,EMP058,2026-05-06 10:54:03,doc_977.pdf,Internal,Write,3.87
967dfca0-bc89-4eee,EMP058,2026-05-06 11:39:03,doc_641.xlsx,Public,Read,4.88
499cc087-dd4f-4b3f,EMP059,2026-05-06 16:25:49,doc_685.xlsx,Confidential,Read,5.5
85e50747-7df2-404a,EMP060,2026-05-06 16:43:05,doc_801.docx,Public,Read,4.81
96a80f55-667c-4858,EMP060,2026-05-06 15:49:05,doc_357.pdf,Restricted,Read,6.68
73487698-e8d2-469a,EMP062,2026-05-06 14:36:02,doc_745.pdf,Internal,Write,2.83
ae05d0a2-9ac1-4930,EMP066,2026-05-06 11:39:20,doc_383.pdf,Public,Read,2.44
6f117899-73d5-44bb,EMP067,2026-05-06 12:24:09,doc_859.pdf,Public,Read,5.81
8d03bb73-37ae-4899,EMP071,2026-05-06 17:15:02,doc_894.xlsx,Public,Write,3.28
0065276f-418e-4916,EMP071,2026-05-06 10:57:02,doc_440.docx,Public,Read,5.6
f253eaf5-9d21-4522,EMP074,2026-05-06 11:33:26,doc_510.xlsx,Internal,Write,0.91
a7052b1c-2aa3-47c5,EMP076,2026-05-06 14:19:33,doc_154.xlsx,Public,Write,5.61
b31578f4-e92f-44e5,EMP077,2026-05-06 09:16:25,doc_405.docx,Internal,Write,1.52
1813f07b-84e6-47cc,EMP078,2026-05-06 08:59:48,doc_995.xlsx,Public,Write,8.0
95e8cadf-ae65-4201,EMP081,2026-05-06 11:19:15,doc_300.pdf,Internal,Read,5.66
b109e3a0-645c-4d1d,EMP083,2026-05-06 13:42:28,doc_986.docx,Public,Read,6.11
dc153b64-cc40-4659,EMP084,2026-05-06 14:47:15,doc_766.pdf,Public,Write,6.73
6d6dd48d-f47c-4952,EMP084,2026-05-06 11:55:15,doc_434.pdf,Public,Write,5.08
81862813-cd14-403a,EMP085,2026-05-06 16:44:25,doc_840.pdf,Internal,Write,5.24
374b789f-d175-4f9b,EMP087,2026-05-06 11:38:31,doc_724.docx,Public,Write,2.44
beb293e9-2f4b-429c,EMP091,2026-05-06 12:48:22,doc_119.xlsx,Confidential,Write,4.21
49f34a9a-97a7-41d6,EMP094,2026-05-06 11:23:37,doc_894.pdf,Public,Write,0.33
c60cd1f2-3a97-4af9,EMP098,2026-05-06 10:19:58,doc_955.pdf,Confidential,Write,0.37
60a39dac-84e5-45db,EMP098,2026-05-06 13:10:58,doc_226.xlsx,Public,Write,5.08
f442cafe-1350-4976,EMP099,2026-05-06 16:49:00,doc_708.docx,Public,Write,4.03
a6272cee-06df-49d3,EMP099,2026-05-06 12:30:00,doc_195.xlsx,Public,Read,1.9
e3c1555b-235e-40c8,EMP101,2026-05-06 15:00:41,doc_305.xlsx,Public,Write,4.89
543424ee-70f2-43d7,EMP102,2026-05-06 17:57:39,doc_611.docx,Confidential,Read,4.33
31231021-c05c-45f2,EMP104,2026-05-06 14:30:41,doc_732.xlsx,Internal,Write,7.67
07d92ad3-768d-474c,EMP105,2026-05-06 11:27:28,doc_249.docx,Public,Read,5.12
f42ca355-0cd4-4ce8,EMP105,2026-05-06 17:45:28,doc_189.xlsx,Public,Read,1.22
2eb1f254-4338-4740,EMP112,2026-05-06 11:06:58,doc_647.pdf,Confidential,Read,3.39
43b06ac8-9122-47be,EMP113,2026-05-06 13:46:00,doc_990.docx,Public,Write,0.32
3d62011b-561a-4168,EMP121,2026-05-06 15:48:37,doc_700.xlsx,Confidential,Write,6.59
f6900f0b-db30-4417,EMP121,2026-05-06 12:12:37,doc_997.docx,Public,Read,7.89
30ee67d4-6ff4-4e45,EMP122,2026-05-06 15:47:23,doc_293.xlsx,Public,Read,6.1
6bcd3f94-500f-411b,EMP127,2026-05-06 11:26:07,doc_585.docx,Public,Read,2.89
704bc408-19a6-4781,EMP127,2026-05-06 11:00:07,doc_571.xlsx,Confidential,Read,6.47
a244f1a3-c989-43be,EMP137,2026-05-06 11:38:44,doc_415.pdf,Public,Write,6.8
171a6d01-3ad9-461f,EMP137,2026-05-06 11:44:44,doc_543.pdf,Public,Read,5.89
eef5db6f-eba8-4323,EMP002,2026-05-07 08:51:49,doc_871.pdf,Public,Read,0.93
4bdcb369-ac2c-455b,EMP002,2026-05-07 12:30:49,doc_450.pdf,Public,Write,7.98
6edd3d94-5a05-4a20,EMP006,2026-05-07 14:28:39,doc_802.pdf,Public,Write,1.45
b824fd16-340b-4997,EMP016,2026-05-07 11:15:53,doc_425.docx,Confidential,Read,6.04
f54fdcbd-e54a-48f3,EMP016,2026-05-07 11:05:53,doc_651.pdf,Public,Write,6.36
87606e42-2d50-4645,EMP024,2026-05-07 10:13:47,doc_236.xlsx,Public,Read,7.76
4854178d-5763-4067,EMP024,2026-05-07 16:08:47,doc_346.xlsx,Internal,Write,1.55
70af3905-16ff-4f54,EMP025,2026-05-07 13:11:25,doc_734.pdf,Internal,Write,3.07
f591c49d-6671-4e57,EMP029,2026-05-07 14:03:12,doc_968.docx,Public,Read,4.14
fe85844a-c4b0-4858,EMP029,2026-05-07 10:30:12,doc_255.xlsx,Internal,Write,2.38
252ced80-b37e-48a4,EMP031,2026-05-07 11:57:01,doc_188.docx,Public,Read,7.83
5b95d69e-0b0a-41f2,EMP031,2026-05-07 11:11:01,doc_571.xlsx,Public,Write,0.83
87601f1e-2091-457a,EMP032,2026-05-07 15:53:37,doc_441.pdf,Internal,Read,3.01
8d39e393-eb7b-42fb,EMP032,2026-05-07 15:19:37,doc_503.docx,Public,Read,6.8
430879d9-8cae-4180,EMP033,2026-05-07 11:25:19,doc_462.pdf,Public,Read,4.28
10071bfa-b97f-4c0b,EMP033,2026-05-07 11:41:19,doc_418.docx,Public,Write,6.57
e436d939-0d6d-4277,EMP035,2026-05-07 10:34:04,doc_548.pdf,Public,Write,2.37
6477fac0-008c-49b5,EMP037,2026-05-07 14:52:59,doc_775.xlsx,Public,Read,4.5
75f4f933-4cb3-4124,EMP037,2026-05-07 12:41:59,doc_748.xlsx,Public,Write,1.38
0d9f2001-27fa-403b,EMP040,2026-05-07 17:29:14,doc_265.xlsx,Public,Write,7.1
b3a38e92-783b-4066,EMP041,2026-05-07 13:27:39,doc_479.xlsx,Public,Read,5.76
5dd4a004-f910-43fb,EMP044,2026-05-07 13:37:29,doc_156.pdf,Public,Read,7.98
60def5ed-2577-4bcd,EMP056,2026-05-07 12:04:05,doc_375.xlsx,Public,Read,2.09
140c570b-95e3-4d04,EMP064,2026-05-07 17:49:22,doc_344.pdf,Restricted,Read,4.51
10e9c53c-c7af-43c3,EMP064,2026-05-07 14:08:22,doc_126.xlsx,Restricted,Write,6.13
eb9db4c3-7727-467d,EMP066,2026-05-07 09:47:58,doc_370.docx,Public,Write,2.14
be89f482-a424-44c5,EMP069,2026-05-07 14:26:41,doc_965.xlsx,Internal,Write,5.35
88afbcaa-0739-4282,EMP069,2026-05-07 14:30:41,doc_344.xlsx,Public,Read,2.31
5e8e6b97-e580-4b0d,EMP072,2026-05-07 14:02:14,doc_322.pdf,Public,Write,5.93
70d3a2e7-e565-4f15,EMP072,2026-05-07 11:09:14,doc_186.pdf,Public,Read,7.49
e43e9373-cd6f-4b1b,EMP075,2026-05-07 13:56:07,doc_613.docx,Public,Read,1.68
70bb155d-bc2a-4b78,EMP077,2026-05-07 09:56:36,doc_582.docx,Public,Read,6.9
621c7b34-4786-4c37,EMP077,2026-05-07 11:25:36,doc_134.docx,Public,Read,5.48
2704fea7-2ebb-4e9c,EMP082,2026-05-07 14:55:56,doc_913.pdf,Public,Read,5.29
6fe6594f-1689-4390,EMP082,2026-05-07 16:10:56,doc_874.xlsx,Public,Read,4.52
41c59714-0a58-41a5,EMP085,2026-05-07 15:16:33,doc_427.docx,Public,Write,2.07
96bf0ce4-1f7b-486e,EMP085,2026-05-07 15:42:33,doc_645.pdf,Public,Write,4.97
23b4793b-c2ea-4d4d,EMP093,2026-05-07 14:59:24,doc_342.docx,Public,Write,5.82
3a8b2665-2c20-41a7,EMP093,2026-05-07 13:12:24,doc_468.docx,Public,Read,0.66
8c21eac1-3336-4601,EMP102,2026-05-07 09:43:14,doc_643.xlsx,Public,Write,1.96
bf4589c3-f338-434e,EMP106,2026-05-07 16:51:50,doc_747.pdf,Public,Write,1.55
f55fd070-5d44-4328,EMP106,2026-05-07 14:06:50,doc_537.pdf,Public,Read,7.54
